,train_loss,train_acc,test_loss,test_acc
0,0.35650080553180463,0.8483952702702703,0.2362524076156508,0.9093484419263456
1,0.2995644762507967,0.8799619932432432,0.27589007925041675,0.8804532577903683
2,0.2752083369807617,0.8921030405405406,0.2592834490185166,0.884985835694051
3,0.25744466317465176,0.8969594594594594,0.23529821616563176,0.913314447592068
4,0.24419836800646139,0.9007601351351351,0.23012353355756224,0.8985835694050992
5,0.22876602043775288,0.9077280405405406,0.18370118580610825,0.9240793201133144
6,0.22087536651540446,0.9155405405405406,0.19301308827427224,0.9252124645892351
7,0.21123365806163968,0.9142736486486487,0.1964670258123037,0.9229461756373938
8,0.21079766629515467,0.9152238175675675,0.1848664026760177,0.9291784702549575
9,0.2070267698349985,0.9187077702702703,0.17642537389404375,0.9257790368271954
10,0.2017537411302328,0.9216638513513513,0.17163686922015278,0.9297450424929179
11,0.19681453045356917,0.9232474662162162,0.17324805631445425,0.9252124645892351
12,0.19866910899007642,0.9236697635135135,0.1793743689235817,0.9325779036827195
13,0.20219992060919065,0.9225084459459459,0.15557198686994844,0.9354107648725213
14,0.19523612102745352,0.9232474662162162,0.16876037949036607,0.9303116147308782
15,0.19424675430196361,0.9255701013513513,0.17524537585739036,0.9297450424929179
16,0.18723769470847942,0.9266258445945946,0.16950513840397086,0.9331444759206798
17,0.18802721305070697,0.928737331081081,0.140805795341308,0.945042492917847
18,0.1768113626418887,0.9325380067567568,0.20752968539934996,0.9127478753541076
19,0.18517945392208324,0.9286317567567568,0.15409602792485072,0.9376770538243626
20,0.17463448170471835,0.9305320945945946,0.1639694518475627,0.9337110481586403
21,0.17250753737784721,0.9349662162162162,0.16958052038766508,0.9263456090651558
22,0.17592305679981773,0.930004222972973,0.15645773451743653,0.9376770538243626
23,0.17167268154790272,0.9324324324324325,0.14374317685247692,0.943342776203966
24,0.163869572400644,0.9363386824324325,0.21178148262962573,0.91671388101983
25,0.16462709067540393,0.9348606418918919,0.14310427773532802,0.945042492917847
26,0.16461519013486198,0.9377111486486487,0.12662567558774868,0.9501416430594901
27,0.15506201355743246,0.9381334459459459,0.14636758330038013,0.9461756373937678
28,0.1564723656235917,0.9383445945945946,0.16180219498302037,0.9331444759206798
29,0.15366702682867245,0.9380278716216216,0.17291904107453804,0.9280453257790369
30,0.1496709775733384,0.9395059121621622,0.17903087779499655,0.9212464589235128
31,0.1484060519551103,0.9416173986486487,0.14396756079375067,0.9410764872521247
32,0.1381902728682837,0.9460515202702703,0.1480367391362322,0.9473087818696884
33,0.14450992832614765,0.9428842905405406,0.14269139290636895,0.9439093484419263
34,0.13614721018569292,0.945629222972973,0.17367611691229065,0.9376770538243626
35,0.141114271736729,0.9451013513513513,0.14625644364286078,0.945042492917847
36,0.13381407462765235,0.9470016891891891,0.1398660686510818,0.9461756373937678
37,0.13348110631813068,0.9497466216216216,0.13093862056906305,0.943342776203966
38,0.13129138156167558,0.948268581081081,0.15257812651855707,0.9365439093484419
39,0.12871676177491206,0.9470016891891891,0.12151134628749771,0.9592067988668556
40,0.12475592970243983,0.9474239864864865,0.1370810896411496,0.9529745042492918
41,0.12450847832637059,0.9500633445945946,0.1526061132725687,0.941643059490085
42,0.12121066245930018,0.9519636824324325,0.125896752606708,0.9518413597733711
43,0.11953942121535137,0.954075168918919,0.12223553635581019,0.9541076487252125
44,0.1179317443103001,0.9546030405405406,0.138225998427645,0.9456090651558073
45,0.1158991048263537,0.956081081081081,0.15584203095147542,0.9371104815864023
46,0.1112728903095263,0.957347972972973,0.14429318209207767,0.9439093484419263
47,0.11145747510867345,0.9576646959459459,0.1202296416752737,0.9558073654390935
48,0.09979755845474633,0.9609375,0.13813380343633738,0.9512747875354107
49,0.10231561162131461,0.9589315878378378,0.12765524871541825,0.9569405099150141
50,0.10066214893516656,0.961887668918919,0.13354445500220186,0.9512747875354107
51,0.09882221235012686,0.9617820945945946,0.14589413699638573,0.9484419263456091
52,0.09685285407042987,0.9623099662162162,0.174967199129187,0.9354107648725213
53,0.08923619092328826,0.9649493243243243,0.12990827880609812,0.9546742209631728
54,0.09007953706423978,0.9650548986486487,0.14235802990811147,0.9524079320113314
55,0.08667421290600621,0.9631545608108109,0.1381541123975622,0.9467422096317281
56,0.09037328182996528,0.9671663851351351,0.13069560040664402,0.9552407932011332
57,0.08446883637382574,0.9679054054054054,0.16391331350738209,0.9495750708215297
58,0.07829535076696728,0.9710726351351351,0.13744351949295255,0.9580736543909348
59,0.07998381330430307,0.9681165540540541,0.13044376922058992,0.9546742209631728
60,0.07407765040123784,0.9706503378378378,0.12498021654264603,0.9614730878186969
61,0.0717622560662897,0.9721283783783784,0.12384313019295949,0.9603399433427762
62,0.07424301735276508,0.9704391891891891,0.12976203024936128,0.9569405099150141
63,0.06696839304326253,0.9743454391891891,0.14883817586218273,0.9546742209631728
64,0.06658211768906866,0.9754011824324325,0.12349009004556086,0.9643059490084985
65,0.05856088178257483,0.9771959459459459,0.1302291019442399,0.9592067988668556
66,0.055725537470189504,0.9787795608108109,0.13385026449015727,0.9597733711048159
67,0.05897997129658187,0.977512668918919,0.1443240024845931,0.9575070821529745
68,0.050590024833139534,0.9799408783783784,0.1490957780026174,0.9580736543909348
69,0.04177542378405436,0.9836359797297297,0.13567808337942314,0.9575070821529745
70,0.04697477165609598,0.9826858108108109,0.1408213663988723,0.9626062322946176
71,0.05193038227514842,0.9799408783783784,0.13213448961286492,0.9592067988668556
72,0.04367088715268953,0.9850084459459459,0.13511747308392025,0.9580736543909348
73,0.044488504307180946,0.9817356418918919,0.13176847324382102,0.9558073654390935
74,0.03818359393217425,0.9851140202702703,0.1538424055709071,0.9575070821529745
75,0.03732172212472211,0.9865920608108109,0.1349712528953218,0.9609065155807366
76,0.039177708511045704,0.9847972972972973,0.14440952448886277,0.9563739376770538
77,0.039218062418513,0.9854307432432432,0.11432730826937063,0.9631728045325779
78,0.029787996517985152,0.9877533783783784,0.13179910486038654,0.964872521246459
79,0.03124369964801165,0.9889146959459459,0.11685295958393821,0.964872521246459
80,0.03087422951845125,0.9887035472972973,0.12212813603731332,0.9677053824362606
81,0.02646820511270906,0.9909206081081081,0.13886293007361653,0.9609065155807366
82,0.026618841691005573,0.9906038851351351,0.13291770132844238,0.9637393767705382
83,0.02743941160214662,0.9893369932432432,0.13998235301787387,0.9637393767705382
84,0.02693956366557678,0.9900760135135135,0.11993695156115818,0.9677053824362606
85,0.023766344121139735,0.9914484797297297,0.12446398360472669,0.96657223796034
86,0.02263417901357988,0.9914484797297297,0.14114581957016215,0.9609065155807366
87,0.020322849369738438,0.992504222972973,0.13161417083345123,0.9660056657223796
88,0.018998771519683353,0.9939822635135135,0.13022124667892038,0.9643059490084985
89,0.018587417777854245,0.9932432432432432,0.12165523866646533,0.9671388101983003
90,0.020361054751619295,0.992504222972973,0.12840348619772465,0.968271954674221
91,0.017479678637165628,0.9936655405405406,0.13621541186884373,0.964872521246459
92,0.01633605661855482,0.9938766891891891,0.12796728111181552,0.9643059490084985
93,0.017278298736995122,0.9936655405405406,0.12869194105360526,0.9654390934844193
94,0.017646691322207097,0.9934543918918919,0.12524997829441467,0.9688385269121813
95,0.015029099459580548,0.9941934121621622,0.1416184213861992,0.9643059490084985
96,0.014094771218731546,0.9946157094594594,0.13022328686088994,0.9654390934844193
97,0.01242330384195304,0.9956714527027027,0.12768387897072025,0.9677053824362606
98,0.015491117491438746,0.9942989864864865,0.1451691453870143,0.9637393767705382
99,0.01537490842590184,0.9954603040540541,0.13202892516135425,0.9671388101983003
